frame,250,forward,0.1437666,0.5086765,eye,0.06116235,0.4934287
frame,250,forward,0.4406779,0.4001288,eye,0.4299108,0.4747097
frame,250,forward,0.6231915,0.5482762,eye,0.6801579,0.4750035
frame,250,forward,0.5661844,0.4626472,eye,0.50615,0.488992
frame,250,forward,0.3560131,0.4929209,eye,0.3859997,0.4918743
frame,250,forward,0.2040329,0.5391247,eye,0.1424205,0.5146769
frame,250,forward,0.9796169,0.4539722,eye,0.001255747,0.4999741
frame,250,forward,0.1151321,0.5110406,eye,0.1219707,0.5836166
frame,250,forward,0.5577122,0.09221839,eye,0.1080889,0.03372395
frame,250,forward,0.07524836,0.5050974,eye,0.1024078,0.474869
frame,250,forward,0.004697332,0.7914154,eye,0.08751383,0.9142798
frame,250,forward,0.6710932,0.4823752,eye,0.7243332,0.4722104
frame,250,forward,0.9881301,0.5178472,eye,0.9761058,0.5216526
frame,250,forward,0.995195,0.4332338,eye,0.978028,0.4463919
frame,250,forward,0.9155264,0.3417687,eye,0.9559067,0.3130472
frame,250,forward,0.9823165,0.5651312,eye,0.9776356,0.4550011
frame,250,forward,0.16169,0.4018528,eye,0.09301593,0.4186347
frame,250,forward,0.08785713,0.5420249,eye,0.02007965,0.5025592
frame,250,forward,0.6932554,0.515379,eye,0.7169116,0.4941423
frame,250,forward,0.9618958,0.7854519,eye,0.01621332,0.8870283
frame,250,forward,0.6732819,0.4958189,eye,0.7087876,0.4916086
frame,250,forward,0.7794182,0.4679441,eye,0.7054993,0.4539726
frame,250,forward,0.05080424,0.607639,eye,0.9932573,0.5270663
frame,250,forward,0.09982614,0.5247092,eye,0.1273914,0.5087968
frame,250,forward,0.6525685,0.520396,eye,0.7136146,0.5045469
frame,250,forward,0.9814796,0.4749057,eye,0.9850547,0.4111641
frame,250,forward,0.005967122,0.4459271,eye,0.9815905,0.4902044
frame,250,forward,0.5633574,0.5477921,eye,0.5695616,0.4857753
frame,250,forward,0.336252,0.5255279,eye,0.3875538,0.5018843
frame,250,forward,0.467424,0.5142763,eye,0.4222169,0.5004812
frame,250,forward,0.6963215,0.4939682,eye,0.7033973,0.4950585
frame,250,forward,0.8218303,0.4509686,eye,0.9098878,0.4307491
frame,250,forward,0.7133576,0.5206138,eye,0.7022123,0.4998132
