frame,1,forward,0.5191923,0.5196939,eye,0.4972848,0.4646301
frame,2,forward,0.5195168,0.5222269,eye,0.4983791,0.4678043
frame,3,forward,0.5195813,0.5233105,eye,0.4986163,0.469061
frame,4,forward,0.5196052,0.5240418,eye,0.4988574,0.4698957
frame,5,forward,0.5196798,0.5250344,eye,0.499068,0.4708943
frame,6,forward,0.5197267,0.5259675,eye,0.4992695,0.4719895
frame,7,forward,0.5197344,0.5270805,eye,0.4994561,0.4729413
frame,8,forward,0.5197052,0.5286536,eye,0.4996038,0.474397
frame,9,forward,0.5196754,0.5304103,eye,0.4996841,0.4761629
frame,10,forward,0.5196065,0.5320387,eye,0.4997535,0.4777166
frame,11,forward,0.5196255,0.533896,eye,0.4998312,0.4794342
frame,12,forward,0.5196568,0.5351131,eye,0.4999088,0.4806331
frame,13,forward,0.519756,0.536798,eye,0.5000641,0.4823717
frame,14,forward,0.5199237,0.5377661,eye,0.5003227,0.4833844
frame,15,forward,0.5202224,0.5381974,eye,0.5006112,0.4837704
frame,16,forward,0.5205441,0.537995,eye,0.5037732,0.3740967
frame,17,forward,0.5208105,0.5372155,eye,0.5040905,0.3723372
frame,18,forward,0.5210929,0.5361831,eye,0.5044858,0.3711216
frame,19,forward,0.5213087,0.5350049,eye,0.5047888,0.3699512
frame,20,forward,0.5214573,0.5339736,eye,0.5048525,0.3693007
frame,21,forward,0.5215057,0.5332383,eye,0.5049391,0.3687043
frame,22,forward,0.5216858,0.5328944,eye,0.5050241,0.3685979
frame,23,forward,0.5218937,0.5329286,eye,0.5052584,0.3688193
frame,24,forward,0.5221423,0.5332113,eye,0.5055144,0.3692395
frame,25,forward,0.5223513,0.5342115,eye,0.5057855,0.3699186
frame,26,forward,0.5226912,0.5361943,eye,0.506109,0.3715971
frame,27,forward,0.5230674,0.5388324,eye,0.5165784,0.610481
frame,28,forward,0.5234129,0.5416026,eye,0.5160236,0.6082673
frame,29,forward,0.5237286,0.5445517,eye,0.5154353,0.6053308
frame,30,forward,0.5240701,0.5476461,eye,0.5150944,0.6050397
frame,31,forward,0.5243074,0.5501145,eye,0.5147144,0.6043074
frame,32,forward,0.5244499,0.5521422,eye,0.5144396,0.6044259
frame,33,forward,0.5244904,0.5537581,eye,0.5139687,0.6041813
frame,34,forward,0.5245182,0.5548707,eye,0.5136512,0.6039479
frame,35,forward,0.5244651,0.5557095,eye,0.5133742,0.6037499
frame,36,forward,0.5242878,0.5560991,eye,0.5128741,0.6027555
frame,37,forward,0.5241458,0.5561604,eye,0.5126949,0.6029201
frame,38,forward,0.5239345,0.5561995,eye,0.5124876,0.6028615
frame,39,forward,0.5236415,0.5559677,eye,0.4932975,0.378522
frame,40,forward,0.5233037,0.555483,eye,0.4929468,0.3772416
frame,41,forward,0.523001,0.5548351,eye,0.493044,0.3762244
frame,42,forward,0.5226731,0.5541985,eye,0.4932014,0.3755922
frame,43,forward,0.5222255,0.5534389,eye,0.4932868,0.3749504
frame,44,forward,0.5218182,0.5526524,eye,0.4931389,0.3741579
frame,45,forward,0.5212815,0.5524272,eye,0.4932268,0.3737243
frame,46,forward,0.5207058,0.5524058,eye,0.493065,0.3737206
frame,47,forward,0.5202892,0.5522826,eye,0.4928941,0.3737411
frame,48,forward,0.5198724,0.5521986,eye,0.4929008,0.3736127
frame,49,forward,0.5194786,0.5524244,eye,0.4928028,0.3737347
frame,50,forward,0.519037,0.5522422,eye,0.4927073,0.3735777
frame,1,forward,0.5281191,0.4945946,eye,0.5106812,0.4928636
frame,2,forward,0.5389335,0.478234,eye,0.5052289,0.507878
frame,3,forward,0.5376522,0.4763798,eye,0.5033935,0.5032328
frame,4,forward,0.5347581,0.4766788,eye,0.5000753,0.5031638
frame,5,forward,0.5314204,0.477284,eye,0.4965333,0.5053543
frame,6,forward,0.5268763,0.4779395,eye,0.492323,0.5055315
frame,7,forward,0.5222697,0.4781613,eye,0.4879944,0.5042266
frame,8,forward,0.5183826,0.4808336,eye,0.4851723,0.5049459
frame,9,forward,0.5159985,0.4831868,eye,0.483584,0.5070238
frame,10,forward,0.5125376,0.4860235,eye,0.4813149,0.5098523
frame,11,forward,0.5098857,0.4889301,eye,0.4800523,0.5115207
frame,12,forward,0.5074165,0.4926812,eye,0.4788266,0.5137835
frame,13,forward,0.5048035,0.4945705,eye,0.4769813,0.5155789
frame,14,forward,0.5021762,0.4954096,eye,0.5012152,0.4995292
frame,15,forward,0.4995421,0.4978775,eye,0.5000299,0.5004909
frame,16,forward,0.4980004,0.5018017,eye,0.4995064,0.5037975
frame,17,forward,0.4976767,0.5065314,eye,0.5001711,0.506903
frame,18,forward,0.4991514,0.5121006,eye,0.5019187,0.5110701
frame,19,forward,0.5017922,0.5191761,eye,0.5047774,0.5157902
frame,20,forward,0.50485,0.5242455,eye,0.5079598,0.5184013
frame,21,forward,0.508013,0.5302614,eye,0.5117259,0.5246265
frame,22,forward,0.5106238,0.5367298,eye,0.5232785,0.5975013
frame,23,forward,0.5124984,0.5420973,eye,0.5235131,0.6076276
frame,24,forward,0.5135767,0.5468196,eye,0.5249614,0.6143036
frame,25,forward,0.5140542,0.5505341,eye,0.5248547,0.6168157
frame,26,forward,0.5139494,0.5527384,eye,0.5239706,0.615908
frame,27,forward,0.5129868,0.5533065,eye,0.5226735,0.6146671
frame,28,forward,0.5118073,0.5528759,eye,0.5201827,0.6119787
